id,name,full_name,additional_name,uid,parent_name,legal,district_name,education_level_id,education_level_name,head_fio,ip_oo,org_founders_type_name,inn,ogrn,kpp,okogu,okopf,okato,okved,oktmo,okfs,total_place,occupied_place,shift_name,institution_status_id,institution_status_name,institution_type_name,program_type_arr,adaptability_type_arr,origin_address,origin_legal_address,phone,phone_add,email,site_url,region_id,orientation_name,count,in_user_region,in_user_institution,_isContextDisabled,isBlocked,site_available,site_title,site_keywords,site_descriptions,social_urls
2779,МБУДОЦДОД с. Долгоруково,Муниципальное бюджетное учреждение дополнительного образования «Центр дополнительного образования детей» с. Долгоруково,,3c2a4d7d-6acd-42b7-a62c-4c16d3b591e8,,,,,,  ,1,,4807009048,1064807020189,,,Муниципальные бюджетные учреждения,,,,Государственная собственность,,1076.0,,1.0,Функционирует,Организация дополнительного образования,,,"обл. Липецкая, р-н. Долгоруковский, с. Долгоруково, ул. Советская, 399510",,84746821549,,cdod48@mail.ru,http://cdod.dolgorukovo48.ru,40,"""Естественнонаучная"", ""Социально-педагогическая"", ""Туристско-краеведческая"", ""Техническая"", ""Физкультурно-спортивная"", ""Художественная""",1562,True,True,False,False,True,Новости,[],[],[]
500,"БУ ДО ""ЦТР и ГО"" г. Омск","Бюджетное учреждение Омской области дополнительного образования ""Центр творческого развития и гуманитарного образования""",,6aa9bea8-5d7f-4196-b0ff-ba0f96529eff,,,,,,  ,1,,5505038277,1055507035737,,,,,,,Государственная собственность,,1522.0,,,,Организация дополнительного образования,,,"обл. Омская, г. Омск, ул. Лобкова, 644020",,83812451361,,ctrigoom@yandex.ru,http://ctr-omsk.ru,90,"""Художественная"", ""Физкультурно-спортивная"", ""Туристско-краеведческая"", ""Социально-педагогическая"", ""Естественнонаучная"", ""Техническая""",1562,True,True,False,False,True,Главная - БОУ «ЦТР и ГО»,[''],[''],[]
3249,МОУ Ясашно-Ташлинская СОШ,"муниципальное общеобразовательное учреждение ""Ясашно-Ташлинская средняя общеобразовательная школа"" муниципального образования ""Тереньгульский район"" Ульяновской области",,f3cf8c5c-8261-4b7e-a20d-15ca5d633773,,,,,,  ,1,,7320002867,1027300932504,,,Муниципальные казенные учреждения,,,,Государственная собственность,,153.0,,,,Общеобразовательная организация,,,"обл. Ульяновская, р-н. Тереньгульский, с. Ясашная Ташла, ул. Гагарина, дом 40А, 433374",,88423433225,,yas-shkola@mail.ru,http://yasschkola.ucoz.ru,60,"""Социально-педагогическая"", ""Техническая"", ""Художественная"", ""Физкультурно-спортивная""",1562,True,True,False,,True,МОУ Ясашно-Ташлинская СОШ - Главная страница,[],[],[]
2979,МБУ ДО ЦРТДиЮ г. Железногорск-Илимский,"Муниципальное бюджетное учреждение дополнительного образования ""Центр развития творчества детей и юношества имени Г.И. Замаратского"" г. Железногорск-Илимский",,9bc27f4b-23d5-4010-8745-6e5bd31641cd,,,,,,  ,1,,3834006615,1023802658428,,,,,,,,,1664.0,,1.0,Функционирует,Организация дополнительного образования,,,"обл. Иркутская, р-н. Нижнеилимский, г. Железногорск-Илимский, кв-л. 1-й, дом 44а, 665651",,83956630558,,,http://,30,"""Техническая"", ""Туристско-краеведческая"", ""Техническая"", ""Социально-педагогическая"", ""Художественная""",1562,True,True,False,False,False,,[],[],[]
5806,МБУ ДО ДДТ г. Киселевск,"Муниципальное бюджетное учреждение дополнительного образования ""Дом детского творчества"" г. Киселевск",,35df4e63-6b9c-436e-b526-356ccf64cfc8,,,,,,  ,1,,4211007429,1024201256573,,,,,,,Государственная собственность,,,,1.0,Функционирует,Организация дополнительного образования,,,"обл. Кемеровская, г. Киселевск, ул. Панфилова, дом 7, 652711",,83846428138,8384674939,kisddt@mail.ru,http://kiselevsk-ddt.ucoz.ru/,34,"""Социально-педагогическая"", ""Техническая"", ""Физкультурно-спортивная"", ""Художественная""",1562,True,True,False,False,True,Архив материалов - Официальный сайт ДДТ Киселевска,[],[],"[['instagram', 'https://www.instagram.com/ddt_kis/', -1], ['vk', 'https://vk.com/mnogoznai_ddt', -1]]"
309,"МБУ ДО ""Шелковская эколого-биологическая станция""","Муниципальное бюджетное учреждение дополнительного образования ""Шелковская Эколого-биологическая станция""",,b8e5d2b8-f04a-4051-83b4-51d65fc2aa4f,,,,,,  ,1,,2011003335,1152036000126,,,Муниципальные бюджетные учреждения,,,,Государственная собственность,,860.0,,,,Организация дополнительного образования,,,"Респ. Чеченская, р-н. Шелковской, ст-ца. Шелковская, ул. Советская, дом 33, 366100",,9286479624,,ebc-shelk@mail.ru,http://dod95.ru,13,Естественнонаучная,1562,True,True,False,,True,Портал дополнительного образования Чеченской Республики,[''],['Портал дополнительного образования Чеченской Республики'],[]
1033,ОГБУ ДО ДТДМ г. Ульяновск,Областное государственное бюджетное учреждение дополнительного образования «Дворец творчества детей и молодежи» г. Ульяновск,,f06838cd-13f8-4ef9-95b1-51ef19755359,,,,,,  ,1,,7303007992,1027301182908,,,Государственные бюджетные учреждения субъектов Российской Федерации,,,,Государственная собственность,,,,1.0,Функционирует,Организация дополнительного образования,,,"обл. Ульяновская, г. Ульяновск, ул. Минаева, 432063",,88422417925,,dvorec_ul@mail.ru,http://dvorec73.ru/,60,"""Физкультурно-спортивная"", ""Естественнонаучная"", ""Социально-педагогическая"", ""Туристско-краеведческая"", ""Художественная"", ""Техническая""",1562,True,True,False,,True,Дворец творчества детей и молодежи - г.Ульяновск,[],[''],"[['vk', 'https://vk.com/dvorec73', -1]]"
3682,МОУ ДО ДЮЦ г. Волосово,"Муниципальное образовательное учреждение дополнительного образования ""Детско-юношеский центр"" г. Волосово",,b4f82ac9-0078-4d37-a0d1-3588baf59c43,,,,,,  ,1,,4717006300,1024702012499,,,Муниципальные казенные учреждения,,,,Государственная собственность,,2494.0,,1.0,Функционирует,Организация дополнительного образования,,,"обл. Ленинградская, р-н. Волосовский, г. Волосово, ул. Восстания, 188410",,88137322495,,duc.volosovo-edu@bk.ru,http://duc.volosovo-edu.ru,39,"""Социально-педагогическая"", ""Физкультурно-спортивная"", ""Туристско-краеведческая"", ""Художественная"", ""Техническая""",1562,True,True,False,,False,,[],[],[]
2634,МБУДО ДДТ г.Валуйки,"Муниципальное бюджетное учреждение дополнительного образования ""Дом детского творчества г.Валуйки"" Белгородской области",,ec9a8472-273b-43ef-bf33-3c67e53cfc0d,,,,,,  ,1,,3126009159,1023102156868,,,Муниципальные бюджетные учреждения,,,,Государственная собственность,,1155.0,,,,Организация дополнительного образования,,,"обл. Белгородская, р-н. Валуйский, г. Валуйки, ул. 1 Мая, 309996",,84723633064,,ddt.valuiki@yandex.ru,https://valyiki-ddt.jimdo.com/,23,"""Физкультурно-спортивная"", ""Социально-педагогическая"", ""Художественная"", ""Техническая""",1562,True,True,False,False,True,valyiki-ddt - МБУДО ДДТ г. Валуйки,[],['МБОУ ДОД ДДТ г. Валуйкиvalyiki-ddt'],[]
3822,ГБОУ гимназия №271 Красносельского района Санкт-Петербурга имени П.И.Федулова,Государственное бюджетное общеобразовательное учреждение  гимназия №271 Красносельского района Санкт-Петербурга имени П.И.Федулова,,664d8276-b2aa-4deb-85bd-43764262539f,,,,,,  ,1,,7807019330,1027804599460,,,Государственные бюджетные учреждения субъектов Российской Федерации,,,,Государственная собственность,,,,1.0,Функционирует,Общеобразовательная организация,,,"г. Санкт-Петербург, пр-кт. Кузнецова, дом 25, кор. 3, лит. А, 198328",,88122413132,88122413128,271gimnaz@mail.ru,http://gimnaz271.krsl.gov.spb.ru/,10,"""Социально-педагогическая"", ""Техническая"", ""Физкультурно-спортивная"", ""Художественная""",1562,True,True,False,False,True,Архив материалов - ГБОУ Гимназия №271 Красносельского района Санкт-Петербу,[],[],[]
867,МБОУ- ООШ с. Александровка,Муниципальное бюджетное общеобразовательное учреждение -основная общеобразовательная школа с. Александровка,,deea9f6b-26e3-469a-be27-7b3b45bd4d4f,,,,,,  ,1,,6433006356,1026401992924,,,,,,,,,,,,,Общеобразовательная организация,,,"обл. Саратовская, р-н. Советский, тер. Золотостепское МО, 413200",,88456664196,,,http://,51,"""Физкультурно-спортивная"", ""Естественнонаучная"", ""Социально-педагогическая"", ""Художественная""",1562,True,True,False,False,False,,[],[],[]
362,"МОУ ДО СДиЮТиЭ (ЮТ) ""Странник""","Муниципальное образовательное учреждение дополнительного образования Станция детского и юношеского туризма и экскурсий (юных туристов) ""Странник""",,77da6b37-afeb-4e7f-b86c-f56ad7cf6c6e,,,,,,  ,1,,7413007321,1027400828400,,,Муниципальные бюджетные учреждения,,,,Государственная собственность,,682.0,,1.0,Функционирует,Организация дополнительного образования,,,"обл. Челябинская, г. Кыштым, ул. Садовая, дом 2, 456870",,83515140150,,strannik@kyshtym.org,http://strannik74.ru,61,"""Естественнонаучная"", ""Туристско-краеведческая"", ""Художественная"", ""Социально-педагогическая""",1562,True,True,False,False,True,"МОУ ДО  СДиЮТиЭ (ЮТ) ""СТРАННИК"" | МОУ ДО  СДиЮТиЭ (ЮТ) ""Странник""",[],[],[]
3118,ГБОУ СОШ №525 Московского района Санкт-Петербурга,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №525 с углубленным изучением английского языка Московского района Санкт-Петербурга,,c8e8e5db-915e-46ff-a3c3-ef847c8f8046,,,,,,  ,1,,7810240282,1027804893071,,,Государственные бюджетные учреждения субъектов Российской Федерации,,,,Государственная собственность,,1327.0,,1.0,Функционирует,Общеобразовательная организация,,,"г. Санкт-Петербург, пр-кт. Космонавтов, дом 21, кор. 4, лит. А, 196211",,88124175111,,school525-spb@yandex.ru,http://525school.ru,10,"""Техническая"", ""Художественная"", ""Физкультурно-спортивная"", ""Естественнонаучная""",1562,True,True,False,False,True,ГБОУ средняя школа № 525,"['joomla, Joomla']",['Joomla! - the dynamic portal engine and content management system'],[]
6629,МБУДО Центр дополнительного образования детей г. Медногорск,"Муниципальное бюджетное учреждение дополнительного образования ""Центр дополнительного образования детей г.Медногорска""",,96277bfe-a469-4f7f-960e-6e99ff2199bd,,,,,,  ,1,,5606002573,1025600753760,,,Муниципальные бюджетные учреждения,,,,Государственная собственность,,2230.0,,1.0,Функционирует,Организация дополнительного образования,,,"обл. Оренбургская, г. Медногорск, ул. Советская, 462274",,83537932703,,cdomed@yandex.ru,http://www.cdod-mednogorsk.ru/,91,"""Естественнонаучная"", ""Социально-педагогическая"", ""Туристско-краеведческая"", ""Техническая"", ""Художественная""",1562,True,True,False,,True,Центр дополнительного образования детей г. Медногорска,[],[],"[['instagram', 'https://www.instagram.com/p/B-mn5D6Aqq-/?igshid=n0lzgfpsorkp', -1]]"
97,ГБОУ ДО РК РЭБЦ им. К. Андреева,Государственное бюджетное образовательное учреждение дополнительного образования Республики Карелия «Республиканский эколого-биологический центр имени Кима Андреева (ресурсный центр естественнонаучной направленности)»,,acac04ce-db98-4480-bc69-d7624845b3c7,,,,,,  ,1,,1001036548,1031000013879,,,,,,,,,,,1.0,Функционирует,Организация дополнительного образования,,,"Респ. Карелия, г. Петрозаводск, наб. Древлянская, дом 22А, 185035",,88142774662,,rdebc-karelia@yandex.ru,http://rdebc-karelia.ru,79,Естественнонаучная,1562,True,True,False,,False,,[],[],[]
473,МБУ ДО ЦДТ г. Ульяновска,"муниципальное бюджетное учреждение дополнительного образования города Ульяновска ""Центр детского творчества""",,ca12e4cd-bc87-45af-b8b1-c444b931ab86,,,,,,  ,1,,7325025787,1027301177804,,,,,,,Государственная собственность,,1390.0,,1.0,Функционирует,Организация дополнительного образования,,,"обл. Ульяновская, г. Ульяновск, ул. Красноармейская, дом 53, 432011",,84222442511,,dod-cdtlen@yandex.ru,http://ul-cdtlen.ru,60,"""Техническая"", ""Физкультурно-спортивная"", ""Туристско-краеведческая"", ""Художественная"", ""Социально-педагогическая"", ""Естественнонаучная""",1562,True,True,False,,True,"Добро пожаловать - Муниципальное бюджетное учреждение дополнительного образования города Ульяновска ""Центр детского творчества""Муниципальное бюджетное учреждение дополнительного образования города Ульяновска ""Центр детского творчества""",[],"['Добро пожаловать на главную страницу сайта МБОУ ДОД ""Центр детского творчества""']",[]
4477,МБОУ Труслейская СШ,Муниципальное бюджетное  общеобразовательное учреждение  Труслейская средняя школа,,35acb514-a02c-4d5c-ba2c-d02fec0ef296,,,,,,  ,1,,7306002978,1027300706014,,,,,,,Государственная собственность,,300.0,,1.0,Функционирует,Общеобразовательная организация,,,"обл. Ульяновская, р-н. Инзенский, с. Труслейка, ул. Луговая, дом 101, 433010",,88424163190,,shk11inza@mail.ru,http://tsosh.moy.su/,60,"""Физкультурно-спортивная"", ""Туристско-краеведческая"", ""Социально-педагогическая"", ""Техническая"", ""Художественная""",1562,True,True,False,False,True,МКОУ Труслейская СШ - Новости школы,[],[],[]
5012,"МКУ ДО ""Дом детского творчества"" Хохольского муниципального района","муниципальное казенное учреждение дополнительного образования ""Дом детского творчества"" Хохольского муниципального района",,94ac373d-1349-40b8-a893-c4d4def27841,,,,,,  ,1,,3631005133,1033676501594,,,Муниципальные казенные учреждения,,,,,,1016.0,,1.0,Функционирует,Организация дополнительного образования,,,,,84737141665,,ddthoh@yandex.ru,http://www.ddt.hohrono.ru,28,"""Естественнонаучная"", ""Социально-педагогическая"", ""Техническая"", ""Туристско-краеведческая"", ""Художественная""",1562,True,True,False,False,False,,[],[],[]
